12.52,13.43
12.52,13.43
12.52,13.43
12.52,13.43
12.52,13.52
12.52,13.43
12.52,13.34
12.52,13.43
12.52,13.34
12.52,13.43
12.52,13.43
12.52,13.34
12.52,13.34
12.52,13.43
12.52,13.43
12.52,13.34
12.52,13.34
12.52,13.34
12.52,13.34
12.52,13.34
12.52,13.34
12.52,13.07
12.52,13.34
12.52,13.43
12.52,13.52
12.52,13.43
12.52,13.07
12.52,13.34
12.52,13.34
12.52,13.43
12.52,13.34
12.52,13.34
12.52,13.43
12.52,13.34
12.52,13.34
12.52,13.34
12.52,13.52
12.52,13.34
12.52,13.43
12.52,13.07
12.52,13.25
12.52,13.43
12.52,13.43
12.52,13.43
12.52,13.34
12.52,13.34
12.52,13.43
12.52,13.43
12.52,13.43
12.52,13.34
12.52,13.34
12.52,13.43
12.52,13.34
12.52,13.34
12.52,13.34
12.52,13.25
12.52,13.34
12.52,13.43
12.52,13.34
12.52,13.34
12.52,13.34
12.52,13.43
12.52,13.43
12.52,13.43
12.52,13.43
12.52,13.34
12.52,13.43
12.52,13.34
12.52,13.34
12.52,13.34
12.52,13.43
12.52,13.61
12.52,13.34
12.52,13.34
12.52,13.34
12.52,13.34
12.52,13.34
12.52,13.16
12.52,13.34
12.52,13.34
12.52,13.34
12.52,13.25
12.52,13.43
12.52,13.43
12.52,13.34
12.52,13.43
12.52,13.34
12.52,13.43
12.52,13.25
12.52,13.34
12.52,13.34
12.52,13.25
12.52,13.34
12.52,13.34
12.52,13.25
12.52,13.34
12.52,13.34
12.52,13.25
12.52,13.43
12.52,13.16
12.52,13.34
12.52,13.34
12.52,13.43
12.52,13.43
12.52,13.34
12.52,13.34
12.52,13.34
12.52,13.34
12.52,13.43
12.52,13.43
12.52,13.34
12.52,14.43
12.52,13.43
12.52,13.61
12.52,13.70
12.52,15.06
12.52,14.25
12.61,14.52
12.61,15.06
12.70,15.33
12.70,13.88
12.79,16.22
12.89,16.76
12.98,16.67
13.16,17.83
13.25,18.36
13.43,18.90
13.61,19.43
13.79,21.12
13.97,20.58
14.25,23.16
14.52,21.74
14.79,22.45
15.06,22.99
15.33,23.52
15.69,24.15
15.95,24.69
16.31,25.50
16.67,25.77
17.03,26.49
17.38,27.13
17.74,27.58
18.18,28.22
18.54,28.77
18.90,29.51
19.34,29.98
19.70,30.54
20.14,31.10
20.49,31.67
20.94,31.86
21.29,32.81
21.74,34.75
22.09,33.88
22.54,34.46
22.90,35.05
23.34,35.45
23.70,36.14
24.15,39.86
24.60,37.15
24.96,37.66
25.40,39.64
25.77,38.28
26.22,39.33
26.58,40.39
26.94,41.58
27.40,40.82
27.76,42.58
28.22,41.91
28.59,42.46
28.96,42.80
29.42,43.47
29.79,47.12
30.16,44.51
30.63,44.74
31.01,45.09
31.38,45.80
31.76,46.15
32.24,47.61
32.62,47.24
33.00,47.74
33.39,48.11
33.78,48.61
34.17,49.25
34.56,49.76
34.95,50.15
35.35,50.55
35.74,50.94
36.24,51.48
36.55,51.89
36.95,52.43
37.36,53.13
37.77,53.41
38.18,53.69
38.59,54.12
39.01,54.70
39.43,55.14
39.75,55.58
40.18,56.03
40.60,56.49
40.93,57.10
41.36,57.42
41.80,57.73
42.13,58.36
42.58,59.01
42.91,60.00
43.36,59.83
43.70,60.34
44.16,61.19
44.51,61.19
44.97,61.54
45.32,62.24
45.68,62.60
46.03,62.96
46.51,63.32
46.88,63.88
47.24,65.21
47.61,64.25
48.11,65.59
48.49,65.01
48.86,66.38
49.25,66.19
49.63,66.58
50.02,67.60
50.41,68.02
50.94,68.23
51.34,68.87
51.75,69.96
52.16,69.96
52.57,69.74
52.99,71.09
53.55,70.86
53.84,71.09
54.27,71.09
54.70,72.02
54.99,60.00
55.29,73.71
55.73,72.97
56.19,72.73
56.49,123.17
56.95,74.21
57.26,73.96
57.73,75.75
58.05,75.23
58.36,74.97
58.52,75.49
58.85,75.49
59.34,76.28
59.67,75.23
60.00,75.23
60.34,74.97
60.34,75.23
60.68,73.71
61.02,74.71
61.19,74.97
61.36,73.71
61.71,73.21
61.89,73.96
62.06,72.97
62.24,75.75
62.42,72.49
62.42,72.97
62.60,72.25
62.78,70.18
62.78,71.55
62.78,71.09
62.78,70.86
62.78,71.09
62.78,70.41
62.78,69.96
62.78,69.74
62.78,69.96
62.78,65.99
62.60,68.87
62.60,68.23
62.60,68.23
62.42,67.81
62.42,67.81
62.24,67.60
62.24,66.58
62.06,66.79
61.89,66.58
61.89,65.40
